taxon_sciname,redlist_category,tot_catch_mt,tot_value_usd,usd_mt_avg,usd_mt_2014,iucn_taxonid,assessment_id,assessment_date,scopes,phylum_name,order_name,class_name,family_name,redlist_criteria,threats,conservation_actions,population_trend,population,systems,spp_yn,taxa_group,record_cat
Lepidonotothen mizops,None,0.104262,261.7236299,2510.249467,1463.0701989999998,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidonotothen squamifrons,None,258.3176478,1610056.362,6232.85469,6702.4757172522095,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidoperca pulchella,None,9.473465067,43663.88331,4609.072077,2376.2415715,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidopsetta bilineata,None,471854.5886,194451403.2,412.1002697,346.3065204999999,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidopus caudatus,DD,80106.72898,202971059.6,2533.757927,2812.1616040128233,198721,42691759,2013-05-19,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRICHIURIDAE,NA,<em>Lepidopus caudatus </em>is a commercially&#160;targeted&#160;species.&#160;<em>Lepidopus caudatus</em> is a by-catch species in the South African demersal fishery (Walmsley <em>et al</em>. 2007). It is discarded in large numbers from the purse seine&#160;fisheries&#160;in the Aegean and Ionian Seas (Tsagarakis <em>et al</em>. 2012).,"<em>Lepidopus caudatus </em>is captured in deep-sea industrial fisheries operating at depths of 200-1,000 meters. This fishery is characterized by vessels such as trawlers, gillnetters and longliners. It is not considered to be an explicit target of any one particular fishery. It is a regulated resource under the North-East Atlantic Fisheries Commission of FAO, however its stock status is not directly assessed, and while catch data are collected for this species, it is not managed as a stock.",Unknown,"<em>Lepidopus caudatus&#160;</em>shows very high levels of intra-specific divergence (2.75% using the CO1 barcode region) between northern (Atlantic and Mediterranean) and southern (Australasian, Namibian and South African) clades (Ward&#160;<em>et al.</em>&#160;2008). Additionally, there are differences in pigmentation and meristic characters between these main population centres which require further study (FAO species fact sheet <em>Lepidopus caudatus</em> - http://www.fao.org/fishery/species/3270/en&#160;).<br/><br/>In 1993, in Morocco,<em>&#160;Lepidopus caudatus</em>&#160;was the most abundant species of bottomfish, dominating 95.4% of the fin-fish catch (Suda&#160;<em>et al.</em>&#160;1996).<br/><br/>Senegal reported landings of 383 tons in 2011 (FAO FishStat).<br/><strong><br/></strong><strong>FAO landings: Global</strong><br/>Global FAO capture statistics for&#160;<em>L. caudatus</em>&#160;show steady increases in landings from 1950 to 1992, with exceptionally high landings reported in 1987 (31,000 tonnes). Landings have declined by 67% from a second peak in 1993 (27,000 tonnes) to 2010 (9,000 tonnes).<br/><br/><strong>FAO landings: Eastern Atlantic Fishing Zone</strong>The aggregate trend in data reported as originating from Eastern Atlantic Fishing Zone is one of steep increase landings of <em>L. caudatus</em> until a peak 9,575 tonnes in 1995, followed by a sharp decrease in total landings to four tonnes reported in 2001; A small increase in reported landings to 183 tonnes, followed by another decline to no reported landings in 2008, is followed again by a small increase to 560 tonnes reported in 2011.<br/>Landings from Portugal dominate the landings reported for the Eastern Atlantic Fishing Zone, and drive the trend seen in the aggregate data. Other nations which reported landings from the eastern Atlantic fishing zone include: Uraine, Spaine, Senegal, Portugal and Poland.<br/><strong><br/></strong><strong>FAO landings: Africa</strong>The aggregate trend in data reported from African countries is fluctuating. Landings peak in 1992-1992 (14,000 tonnes), a decrease to 2,000 tonnes in 1996, another peak 9,000 tonnes in 2005, a decrease in landings to 4,000 tonnes in 2010. Reported landings in 2011 were 5,490 tonnes.<br/><br/>Landings from South Africa dominate the landings reported for African countries, and drive the trend seen in the aggregate data. Other nations which reported much smaller landings include Angola, Liberia, Senegal and Tunisia.",Marine,yes,Teleost,spp_unknown_status
Lepidorhombus,None,102756.7028,363419522.4,3536.698944,3054.8459236793465,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,Teleost,aggregated
Lepidorhombus boscii,None,7.514304613,34663.3268,4612.978657,3481.0309759999986,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidorhombus whiffiagonis,None,23821.07652,70173420.75,2945.854303,1999.5102623627654,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidorhynchus denticulatus,None,21026.0489,13947195.59,663.3293615,607.9556041491633,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepidotrigla cavillone,None,1342.024435,2507651.189,1868.558517,1463.0709319999999,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Teleost,spp_unknown_status
Lepophidium brevibarbe,LC,100.9888666,28022.72097,277.4832703,274,16501868,16510077,2013-01-29,Global,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,OPHIDIIDAE,NA,"Generally, no major threats are presently known for this species. It&#160;occurs as bycatch in trawl fisheries, however, until quantifiable catch data is available, the extent of such a threat cannot be determined (Claro <em>et al.</em> 2001, Robins&#160;<em>et al</em>. 2012).","There are no species-specific conservation measures in place. The Cuban Ministry of the Fisheries Industry is currently advocating total elimination of all shelf bottom trawls, which could potentially alleviate the threat of the shrimp trawling industry (Claro <em>et al.</em> 2009).",Unknown,"<em>Lepophidium brevibarbe</em> is reportedly a commonly occurring species throughout its range, however, further details on their population numbers are limited (Retzer 1991, Nielsen<em>&#160;et al</em>. 1999,&#160;Nielsen 2002, Robins&#160;<em>et al</em>. 2012). In a study on its life history&#160;in the Gulf of Mexico, a total of 2,348 specimens were collected, and this species was described as relatively abundant in that area (Retzer 1991).&#160;<span class=""""apple-converted-space"""">",Marine,yes,Teleost,spp_not_th
Lethrinidae,None,181291.4116,445211631,2455.778942,2062.18642950553,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,Teleost,aggregated
Lethrinus,None,147787.9857,458281158.6,3100.936496,2604.925587379087,NA,NA,1900-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,Teleost,aggregated
Lethrinus atlanticus,LC,1894.054772,7306427.347,3857.558639,3924.2720171533874,16719890,16722425,2013-05-13,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,"<strong></strong><em>Lethrinus atlanticus&#160;</em>is commercially harvested in the Eastern Central Atlantic for human consumption&#160;(Carpenter and Allen 1989).<em>&#160;</em><em>Lethrinus atlanticus&#160;</em>is likely impacted by coastal development, pollution and destructive fishing practices due to its coastal, estuarine nature. However, these threats would be localized.<br/><br/>This species is caught in mixed-species catches in both artisanal and industrial fisheries in the region, and can be common in local fish markets, and has relatively high value. In Ghana and in Cape Verde, this species is caught with set-nets by the artisanal fisheries. This species is not targeted, but is taken in artisanal fisheries as incidental catch in Nigeria.","There are no species-specific conservation measures for&#160;<em>Lethrinus atlanticus</em>, but its distribution may overlap marine protected areas (World Database on Protected Areas 2010).",Unknown,"<strong></strong><em>Lethrinus atlanticus </em>is uncommon in museum collections (www.fishnet2.org, 2013-03-14)&#160;but is considered common throughout the Eastern Central Atlantic.&#160;<em>Lethrinus atlanticus </em>is abundant during the winter months (Schneider 1990).<br/><br/>FAO catch data appear to be unreliable, as they widely fluctuate, with some years having no reported catches. There is no clear trend. For example, catch totals for&#160;<em>Lethrinus atlanticus </em>increased from 137 tonnes in 1995 to 380 tonnes in 1999. From 2000-2002, zero tonnes of&#160;<em>Lethrinus atlanticus </em>were harvested. In 2005, a peak of 393 tonnes were collected. This declined significantly to 40 tonnes in 2009. In 2010, catch totals increased to 230 tonnes (FishStat 2000).",Marine,yes,Teleost,spp_not_th
Lethrinus borbonicus,LC,305.1208988,1183624.944,3879.199847,4005.0000000000027,16719904,16722380,2018-06-28,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,"It<em> </em>is a commercially important species in the Persian Gulf. Grandcourt <em>et al. </em>(2010) determined&#160;this species<em> </em>was over-exploited and recruitment over-fished, since the relative spawner biomass per recruit was below 30% of the unexploited state.","There are no species-specific conservation measures; however, its range overlaps with a number of marine protected areas such as the Kisite-Mpunguti Marine National Park in Kenya (McClanahan <em>et al.</em> 2010, IUCN and UNEP-WCMC 2017).&#160;Initiatives to implement seasonal bans in the Abu Dhabi trap fishery during the spawning season may reduce fishing pressure on this species (S. Hartman pers. comm. 2013).",Unknown,"This species<em>&#160;</em>is common along the coasts of Tanzania and Zanzibar. During a coral reef fish assemblage study, <em>L. borbonicus</em> comprised 64% of the fishes caught (Gaudian <em>et al</em>. 1995). In addition, it was one of most abundant species found within the Kisite-Mpunguti Marine National Park in Kenya, in which it comprised 73% of the line catches during a 2010 composition and diversity survey (McClanahan <em>et al</em>. 2010).<br/>During a fish assemblage survey along the Jordanian coast, it was one of the most abundant species, in which it totaled 22.7% of the total population surveyed (Khalaf<em> et al</em>. 2012).<br/><strong><br/></strong>It<em>&#160;</em>is a quite common species on the reefs of Kuwait, though most commonly observed during the nighttime (Carpenter <em>et al. </em>1997). Landings from Abu Dhabi fluctuated without trend, ranging between 55 and 98 mt per year in the period of 2005-2012 (S. Hartman pers comm. 2013). This species is considered overexploited, but does not appear to have crashed. Grandcourt <em>et al. </em>(2010)&#160;collected size frequency data from commercial catches made off the coast of the Emirate of Abu Dhabi in the United Arab Emirates from January to December 2008. Biological data was collected from individuals purchased from commercial catches between January 2007 and December 2007.&#160;The mean age at first capture was 0.85 years. Juvenile retention<em>&#160;</em>was 36.3%. Since the relative spawner biomass per recruit was below 30% of the unexploited state, Grandcourt&#160;<em>et al.&#160;</em>(2010) suggested&#160;recruitment overfishing may have occurred.",Marine,yes,Teleost,spp_not_th
Lethrinus harak,LC,22.67952498,87887.26773,3875.181152,4005,16720022,16722390,2015-03-09,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,<em>Lethrinus harak</em>&#160;supports important commercial fisheries in many parts of its range and evidence for declines has been found.,"In Guam, populations of <em>L. harak</em> within protected areas displayed greater longevity, mean size and spawner biomass as well as lower mortality than those outside, suggesting that protected populations are recovering from high exploitation (Taylor and Mills 2012).&#160;The following regulations have been proposed in Guam: minimum size limit of 21 cm (which is equal to the length at 50% maturity for all female fish combined). Additionally the regulation or banning of selective fishing methods, such as small-mesh monofilament nets, has been proposed (Taylor and McIlwan 2012). The conservation of <em>L. harak</em> requires the protection of both coral reef and seagrass habitats (Golden <em>et al</em>. 2014).",Unknown,"In Palau, this species represented 0.9% of the Lethrinid catch (Harper and Zeller 2011).&#160;In Tonga, this species represented 11.53% of the catch in 1994. There was little change over time in the relative contribution of&#160;<em>L. harak</em>&#160;to the catch from 1950 to 2007 (Harper and Zeller 2011).<br/><br/>In the Wakatobi National Park, Indonesia, this species was among the most commonly recorded species in seagrass beds and was the most frequently observed species in fisheries catches. Forty-one percent of these were classed as juveniles. Of 252 households interviewed, 16.1% chose&#160;<em>L. harak</em>&#160;as their favorite food fish (Unsworth&#160;<em>et al</em>. 2014).<br/><br/><em>Lethrinus harak</em>&#160;is among the top 10 commercial species in Guam (Hensley and Sherwood 1993). Size and age at first capture is ~100 mm and 2 years below the size and age at first maturity (Taylor and McIlwain 2010). This species was listed as a species in need of conservation action in Guam due to steep declines in harvest levels since the 1980s and lack of legislation regulating the&#160;<em>L. harak</em>&#160;fishery (Taylor and McIlwain 2010). Despite being heavily targeted in Guam&#160;<em>L. harak</em>&#160;remains one of the few numerically abundant, carnivorous fishes encountered on reef flats (Taylor&#160;<em>et al</em>. 2012). Significant demographic differences between&#160;<em>L. harak</em>&#160;populations within and outside of protected areas suggest that protected populations are recovering from high exploitation in this area (Taylor and Mills 2013).<br/><br/>In Fiji, this species is the most heavily targeted fish. It is perceived by villagers to be decreasing in abundance (Golden&#160;<em>et al.</em>&#160;2014). There is evidence of high abundance in protected areas in Fiji.&#160;From 2008-2014, regional estimates of the density of&#160;<em>L. harak </em>ranged from 0.09-1.2 individuals per hectare over hard bottoms to 30 m depth in Pacific coral reef areas surveyed by NOAA (NOAA unpublished data as described in Heenan&#160;<em>et al.&#160;</em>2014). The highest density was in the Samoa region (0-7.1 individuals per hectare) as compared to the lowest, in the Northern Mariana Islands region (0-0.6 individuals).&#160;The species was not recorded in the Hawaiian Islands or the U.S. Line and Phoenix Islands (NOAA unpublished data as described in Heenan&#160;<em>et al.&#160;</em>2014).<p>&#160;Timor-Leste NOAA surveys from 2008-2014 showed a density of 2.5/ha&#160;(NOAA unpublished data in Heenan <em>et al. </em>2014). In Fiji, the density was&#160;87.5/ha (S. Jupiter, unpublished data). In the&#160;Federated States of Micronesia, density ranged from 1.3/ha (Kosrae) to 3.8/ha (Guam) and this species was not observed in other sites (B. Taylor, unpublished data)</p>  <p>&#160;In the Solomon Islands, this species occurs occasionally, in shallow waters with sand or rubble bottoms&#160;(Allen 2006).&#160;In the Philippines, this species is heavily exploited and although there are indications of local declines, it still occurs commonly in the markets.&#160;</p>The majority (94%) of the&#160;<em>L. harak&#160;</em>taken in&#160;the multi-gear fishery of southern Kenya were well below lengths of first maturity. The length at first capture was 8.4 cm, while the length at maturity was 23.3 cm (Mangi and Roberts 2006).&#160;Catch statistics from the Central Statistics Office of Mauritius show a decrease of <em>L. harak</em>&#160;representation in the total small-scale commercial catch from 1994 to 2008 (0.8% in 1994, 0.4% in 1995, 0.3 in 1996, and 0.0 from 1997 to 2008 with the exception of 1998 and 2004 when a proportion of 0.1% was recorded) (Harper and Zeller 2011).&#160;In Mozambique, this species is a major component of multi-species fisheries and is predominantly caught by hook and line (Kiszka 2012).&#160;This species was observed at each of six fringing coral reef sites around Nose Be island in the northwest of Madagascar and was found in high numbers over sandy patches (Lindén&#160;<em>et al</em>. 2002).&#160;In Rodriguez Island, western Indian Ocean the relative importance of this species in fisheries catches declined dramatically between 1994 and 2006. While being among the 6 species which accounted for 29% of the catch in 1994 to 1996, in 2004-2006 this overall proportion had decreased to only 6%. Fishermen in the area also reported perceived decreases in abundance of<em> L. harak. </em>This species was once among the seven most common species in the seine catch in this area and was among the 11 species for which minimum legal landing size limits were listed in the Fisheries Act of 1980. This species has&#160;since become an insignificant component of the catch (Hardman <em>et al</em>. 2013).",Marine,yes,Teleost,spp_not_th
Lethrinus lentjan,LC,1673.480481,6953043.444,4154.839882,4146.370766955525,16720036,16722340,2015-03-09,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,<em>Lethrinus laticaudis</em>&#160;is heavily fished in parts of its range.,"There are no known species-specific conservation measures for <em>Lethrinus lentjan</em>. It is found in marine protected areas in parts of its range. This species has undergone regional extinction-risk assessment in the Persian Gulf, and was assessed as Least Concern in that region.",Unknown,"<em>Lethrinus lentjan</em> is heavily exploited in the multi-gear, multi-species seagrass and coral reef fisheries in Mombasa, Kenya. Populations in this area exhibited both growth and recruitment overfishing.&#160;<em>Lethrinus lentjan </em>was among the three most abundant species which accounted for over 60% of the individuals in the catch. Across all gear types over 90% of the landed <em>L. lentjan</em> were below the length of maturity, with 99.6% of those landed by beach seine being under the length of maturity (Hicks and McClanahan 2012).&#160;<br/><br/>This species was among the top five&#160;dominating&#160;fish species identified in Chwaka village (near Zanzabar, Tanzania) fish market in both the monsoon and the dry season,&#160;contributing 7 to 10% of the observed catch (Torre-Castro <em>et al</em>. 2014).&#160;Twenty-six percent of the total catch of fishes in were classified as being juvenile. Eleven percent of the total juveniles caught were&#160;<em>L. lentjan</em>&#160;(Unsworth&#160;<em>et al</em>. 2014).&#160;<br/><strong><br/></strong>The modal age of all samples of&#160;<em>L. lentjan</em>, which indicates full recruitment to the common gear configuration used in the Great Barrier Reef line fisheries, was 8 years, which corresponds to 42% of the estimated maximum age of 19 years (Currey<em>&#160;et al</em>. 2013). In Northern Australia this species was common in trawl surveys operating at depths of 55 to 64 m (Ramm and Xiao 1995).&#160;The species components of these mixed stocks exhibit variation in lifespan, maximum size, and spawning season. Variations in life history among a suite of species taken in the same fishery are likely to result in different responses to fishing pressure (Currey<em>&#160;et al</em>. 2013).&#160;<br/><br/>This species is among the most important species taken in handline fisheries in New Caledonia (Kulbicki<em>&#160;et al</em>. 2000). It is rare in the Solomon Islands (Green<em> et al.</em> 2006) and a low abundance was reported in the Great Barrier Reef (1994-2014) and has not been recorded in underwater surveys since 2007 (AIMS unpublished data). In the Philippines, this species is very heavily exploited but is still locally abundant and appears commonly in the markets (K. Carpenter pers. comm. 2015); however, often only juveniles are represented in the markets.&#160;In the Fiji, the recorded density for this species was 0.1/ha (S. Jupiter, unpublished data).&#160;<br/><strong><br/></strong>This species is a component of commercial and artisanal fisheries in Kuwait. Total fisheries production has decreased by approximately 25% from the late 1980s to the mid 2000s (Al-Zaidan <em>et al</em>. 2013).&#160;Grandcourt&#160;<em>et al.&#160;</em>(2011) complied size frequency data&#160;for&#160;<em>L. lentjan</em><em>&#160;</em>in the southern Gulf&#160;from commercial catches made off the coast of Emirate of Abu Dhabi in United Arab Emirates between September 2008 and August 2009. Biological data was collected from individuals purchased from commercial catches during the same time period.&#160;The mean age and size at sexual maturity for male&#160;<em>L. lentjan</em><em>&#160;</em>was 1.8 years and 24.6 cm&#160;<em>L</em><sub>m</sub>&#160;and 2.4 years and 27.7 cm&#160;<em>L</em><sub>m&#160;</sub>for females.&#160;The ratio of males to females in the southern Gulf was estimated as 1 : 1.9 (M:F), though Grandcourt&#160;<em>et al.&#160;</em>(2011) noted the samples were significantly female biased.&#160;Grandcourt&#160;<em>et al.&#160;</em>(2011) estimated the natural, fishing and total mortality for&#160;<em>L. lentjan</em><em>&#160;</em>to be 0.22 year<sup>-1</sup>, 0.22 year<sup>-1</sup>, and 0.44 year<sup>-1</sup>, respectively. The mean age and size at first capture was 0.78 years and 14.8 cm&#160;<em>L</em><sub>c50</sub>. Juvenile retention for&#160;<em>Lethrinus lentjan</em><em>&#160;</em>was 36.8%. Grandcourt&#160;<em>et al.&#160;</em>(2011) concluded that&#160;<em>Lethrinus lentjan</em><em>&#160;</em>is currently exploited sustainably due to&#160;<em>L. lentjan</em><em>&#160;</em>estimated fishing mortality (0.22 year<sup>-1</sup>), which was considerably less than&#160;<em>F</em><sub>0.1&#160;</sub>(0.75). The fishing mortality was also lower than both biological reference points, target (<em>F</em><sub>SB40</sub>&#160;= 0.56) and limit (<em>F</em><sub>SB30</sub>&#160;= 0.73).&#160;Between 2001-2002, Paighambari and Daliri (2012) sampled shrimp trawl fisheries by-catch composition in the Bushehr province (Iranian waters). During the 2001 fishing season,<em>&#160;</em>7.249&#160;kg of&#160;<em>Lethrinus lentjan</em><em>&#160;</em>were collected as by-catch, which comprised of 0.044% of the total catch, respectively. CPUE was determined to be 0.070 kg/h, respectively (Paighambari and Daliri 2012). Between 0-1 kg of&#160;<em>Lethrinus lentjan</em><em>&#160;</em>were collected as by-catch from September 2010-January 2011 in Kuwait's shrimp trawl fishery, in which 100% were retained (Chen&#160;<em>et al.</em>&#160;2013).&#160;Aggregate FAO RECOFI landings show an overall increasing trend from 2,024 tonnes in 2000 to 12,375 tonnes in 2011. A peak of 13,537 tonnes was collected in 2009. Landings from UAE show an increase. This species&#160;is considered under exploited in Qatar (MOE technical report 2010).&#160;Landings in Abu Dhabi have fluctuated between 93 and 170 mt per year between 2005 and 2012 (S. Hartman pers comm. 2013).&#160;This is a fast-growing, short-lived species with high natural mortality (Grandcourt&#160;<em>et al</em>. 2011).&#160;Aggregate global landings show an overall increasing trend from 2,180 in 2000 to 12,639 tonnes in 2011. A peak of 13,791 tonnes was collected in 2009.<br/>In Muttom, southwest India, this species was among the most frequently landed species in the late 1980s (Lazarus <em>et al</em>. 1994).",Marine,yes,Teleost,spp_not_th
Lethrinus mahsena,EN,4647.455009,17296383.84,3721.689356,4102.489769806643,16720057,16722325,2018-06-28,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,A2bd,"Fishing is a major threat in parts of its range. In Kenya, the high rate of capture of juveniles of this species by the artisanal fishery, increasing fishing effort and inadequate protection causes over-exploitation (Samoilys <em>et al.</em> 2017). It has also declined in Rodrigues (Hardman<em> et al.</em> 2013).","This species is found in marine protected areas within its range (IUCN-UNEP 2018). Surveys in 2011 and 2012 revealed that the abundance of this species within a network of small no-take zones established in 1995 off Sinai, Egypt was higher than in fished areas (Galal 2012). It occurs within Kenyan marine protected areas where fishing is restricted (Kaunda-Arara and Rose 2004). Improved protections that include fishing regulation, fishery monitoring and enforced reserves are needed in Kenya (Tuda<em> et al</em>. 2016, Samoilys&#160;<em>et al.</em>&#160;2017). The Rodrigues seine net fishery is regulated via closed seasons, limited entry, closed areas and gear restrictions, but over-exploitation continues (Hardman&#160;<em>et al.</em>&#160;2013).",Decreasing,"This species can be common and abundant in several parts of its range. It is frequently exploited in multi-species artisanal fisheries throughout its range, but little is known on the potential impact of this pressure on its population due to the paucity of fishery data collection.&#160;<br/>This species is common off Kenya, and along with another species referred to as “<em>L. miniatus</em>”, comprises greater than 80% of the commercial reef fish catch by number (Kaunda-Arara and Rose 2004). Siganidae and Lethrinidae species form the bulk (~40%) of artisanal reef fish landings in coastal Kenya, and landings declining by 40% during the 1990's.&#160;Length frequency analysis indicated above optimum exploitation and fishing mortality rates for this species off the coast of Kenya in the early 2000's (Kaunda-Arara <em>et al</em>. 2003). The majority (84.6%) of individuals of this species<em>&#160;</em>taken in&#160;the multi-gear fishery of southern Kenya were immature. The length at first capture was 9.6 cm, while the length at maturity was 20.14 cm (Mangi and Roberts 2006). Individuals ranging in size from 14.3 to 27.4 cm were landed in African basket traps in a heavily-fished Kenyan coral reef lagoon dominated by sand, seagrass and coral reef (Mbaru and McClanahan 2013). The lack of fishery data collection and species-specific information in Kenya's large multi-species artisanal fisheries result in unknown population status of this species there (Tuda<em>&#160;et al</em>. 2016). It is also a component of the artisanal drag-net fishery of Zanzibar (Torre-Castro <em>et al</em>. 2008).<br/>About 90% of the Nazareth and Saya de Malha bank fisheries catch in Mauritius is comprised of this species and catch per unit effort fluctuated from 1989 to 2004 (Dharmendra and Sólmundsson 2005). The Mauritius seine net fishery of Rodrigues Island is over-exploited and catch per unit effort has declined at a significant, but generally unquantified rate since 1994. This species in particular frequently occurred in the catch in the late 1970's, but is now rarely caught (Hardman <em>et al.</em> 2013). There is an important fishery that this species contributes to along the Tamil Nadu coast of India, but very little is known on the status of its population there (Vasantharajan&#160;<em>et al</em>. 2017).&#160;This species is exploited for local use and export in Oman (Farid pers. comm. 2018). An underwater survey conducted on fishing grounds at Nabq, Egypt, recorded a decline in the mean number of individuals per 8,000 m<sup>2&#160;</sup>of this species from 19.3 in 1995 to 8.2 in 2011/2012&#160;likely in response to increased fishing effort. Abundance in a network of small no-take zones increased from 11.3 in the year of establishment to 14.9 in 2010/2011 (Galal <em>et al.&#160;</em>2012). It is also a major component of the multi-species fishery of Socotra Island off Yemen where fishing effort has been increasing, but the population status is also unknown (Hassan Ali&#160;<em>et al</em>. 2016). It also dominates the summer season catch in fisheries off Sudan, but its population status is unknown there (Degoon and Ali 2013).",Marine,yes,Teleost,spp_th
Lethrinus microdon,LC,64.98772914,252778.4407,3889.633383,4004.999999999998,16720083,16722375,2015-03-09,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,<em>Lethrinus microdon&#160;</em>is a commercial species and is taken incidentally as bycatch by shrimp trawl fisheries in the Gulf (Chen <em>et al.</em> 2013).,"There are no known species-specific conservation measures for&#160;<em>L. microdon. </em>This species has undergone extinction risk assessment at the regional level in the Persian Gulf, and was assessed as Least Concern.<em>&#160;</em>Its distribution overlaps marine protected areas throughout its range.",Unknown,"<em>Lethrinus microdon</em>&#160;was commonly landed in the troll and hook-and-line fisheries in parts of Palawan, Philippines (Itano and Williams 2009). This species is heavily exploited in the Philippines and still commonly occurs in markets there (K. Carpenter pers. comm. 2015).<br/><br/>Grandcourt&#160;<em>et al.&#160;</em>(2010)&#160;collected size frequency data from commercial catches made off the coast of the Emirate of Abu Dhabi in the United Arab Emirates from January to December 2008. Biological data was collected from individuals purchased from commercial catches between January 2007 and December 2007.&#160;The mean age and size at sexual maturity for male&#160;<em>Lethrinus microdon</em><em>&#160;</em>was 3 years and 27.4 cm&#160;<em>L</em><sub>m</sub>&#160;and 4.8 years and 29.1 cm&#160;<em>L</em><sub>m&#160;</sub>for females.&#160;The ratio of males to females in the southern Gulf was estimated as 1 : 1.6 (M:F).&#160;Grandcourt&#160;<em>et al.&#160;</em>(2010) estimated the natural, fishing and total mortality for&#160;<em>Lethrinus microdon</em><em>&#160;</em>to be 0.47 year<sup>-1</sup>, 0.27 year<sup>-1</sup>, and 0.74 year<sup>-1</sup>, respectively. The mean age at first capture was 0.78 years. At four years old,&#160;<em>Lethrinus microdon </em>are fully recruited to the fishery.&#160;Juvenile retention for&#160;<em>Lethrinus microdon</em><em>&#160;</em>was 60.6%. Grandcourt&#160;<em>et al.&#160;</em>(2010) concluded that&#160;<em>Lethrinus microdon</em><em>&#160;</em>estimated fishing mortality&#160;(0.27 year<sup>-1</sup>), was less than&#160;<em>F</em><sub>0.1&#160;</sub>(0.40). The fishing mortality was also less than the target (<em>F</em><sub>SB40</sub>&#160;= 0.26) biological reference point and within the limit (<em>F</em><sub>SB30</sub>&#160;= 0.36) biological reference point, which indicates this species is exploited sustainably. In Qatar, this species is exploited sustainably (<span style="""""""">MOE technical report 2010</span>).<br/><br/>Chen&#160;<em>et al.&#160;</em>(2013) reported between 0-1 kg of&#160;<em>L. microdon&#160;</em>were collected as bycatch from September 2010-January 2011 in Kuwait's shrimp trawl fishery, in which 100% were retained.<br/><br/>Aggregate FAO RECOFI landings show an overall increasing trend from 44 tonnes in 2000 to 94 tonnes in 2011. A peak of 150 tonnes was collected in 2008.&#160;Aggregate global landings show an overall increasing trend from 44 in 2000 to 166 tonnes in 2011. A peak of 211 tonnes was collected in 2009.",Marine,yes,Teleost,spp_not_th
Lethrinus miniatus,LC,1126.540023,7174348.275,6368.480597,6708.641088764403,16720118,16722350,2015-03-09,Global,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LETHRINIDAE,NA,This species may be susceptible to overexploitation.,"Fisheries management agencies in Queensland and Western Australia have implemented harvest and conservation strategies (Newman&#160;<em>et al</em>. 2008, van Herwerden&#160;<em>et al.</em>&#160;2009),",Unknown,"<em>Lethrinus miniatus </em>has a discontinuous distribution in Australia. The degree of genetic subdivision between east and west coast population suggests that they should be managed as discrete stocks. Genetic diversity of<em> L. miniatus</em> was relatively high on the Great Barrier Reef compared with Western Australia, indicating that west coast populations may be more susceptible to environmental and anthropogenic perturbations (van Herwerden <em>et al</em>. 2009).&#160;<em>Lethrinus miniatus</em>&#160;is a key resource in the coral reef fin fish fishery, Great Barrier Reef, Australia. In 2011/2012 the resource was considered to be not fully utilized, with only 35% of the quota (955,604 kg) used. Around 725 t were landed in the commercial fishery, 53 t in the charter fishery, and 200 t in the recreational fishery (Department of Fisheries 2013). Density within closed areas of the Great Barrier Reef were higher than that in fished areas (AIMS unpublished data).<br/><em><em><br/></em></em>Rates of stock decline have been very large in the waters off Okinawa Island (Ebisawa and Ozawa 2009).",Marine,yes,Teleost,spp_not_th
